iter	RMSE
576	0.1825398812
577	0.1823952348
578	0.1823173142
579	0.1822749826
580	0.1822140295
581	0.1820858604
582	0.1819903468
583	0.1819156007
584	0.1818050129
585	0.1816689018
586	0.1815482421
587	0.1814661666
588	0.1813922455
589	0.1813875344
590	0.1813471704
591	0.1812468225
592	0.1812421211
593	0.1811821662
594	0.1810936947
595	0.1810454345
596	0.1810409302
597	0.1810157199
598	0.1808944672
599	0.1808494849
600	0.1808037467
601	0.1807454844
602	0.1806814561
603	0.1805806279
604	0.1805293877
605	0.1804444032
606	0.1803863002
607	0.1802784763
608	0.1802371294
609	0.1801903438
610	0.180138461
611	0.1800581478
612	0.1800507028
613	0.1800027276
614	0.1799206929
615	0.1797753522
616	0.1796679102
617	0.1795553184
618	0.1795051951
619	0.1794059101
620	0.1793259359
621	0.179272767
622	0.1791673989
623	0.1790755344
624	0.178973031
625	0.1789200806
626	0.1788680796
627	0.1787843682
628	0.1786830419
629	0.1785970334
630	0.1785368251
631	0.1784007035
632	0.1783572182
633	0.1782472075
634	0.1781615964
635	0.1780785885
636	0.1779835695
637	0.1778260465
638	0.1778219157
639	0.177742469
640	0.1776374288
641	0.1775879183
642	0.177517751
643	0.1774487073
644	0.1774283089
645	0.1773186202
646	0.1773040995
647	0.1771728282
648	0.177153205
649	0.1770315977
650	0.1769540779
651	0.176832372
652	0.1767273624
653	0.1766608506
654	0.1765823872
655	0.176538543
656	0.1764158336
657	0.1763786613
658	0.1763746298
659	0.1762724702
660	0.1762181637
661	0.1761164291
662	0.176112852
663	0.1760433339
664	0.1759096567
665	0.1758730482
666	0.1758687286
667	0.1758019075
668	0.1757411356
669	0.1756900145
670	0.1756350516
671	0.1755642224
672	0.1754488003
673	0.1753409586
674	0.1752476326
675	0.1751808471
676	0.1750510615
677	0.1749872713
678	0.1748991758
679	0.1747797526
680	0.1746871352
681	0.1745956915
682	0.1745323255
683	0.1744522467
684	0.1743398881
685	0.1742410445
686	0.1741541009
687	0.1740508779
688	0.1739492213
689	0.173944137
690	0.1738503819
691	0.1737535368
692	0.1736656243
693	0.1736132912
694	0.1735113455
695	0.1734608736
696	0.1733892484
697	0.1733857037
698	0.173382637
699	0.1733795545
700	0.1733429856
701	0.1733399358
702	0.1733377204
703	0.1732615165
704	0.1731593763
705	0.1731130678
706	0.173047803
707	0.1729500655
708	0.1728128253
709	0.1727464986
710	0.1727091897
711	0.1726312105
712	0.1726012747
713	0.1725341917
714	0.172459461
715	0.1724507404
716	0.1724024058
717	0.1722950722
718	0.172292109
719	0.1721876538
720	0.1720853327
721	0.1720172131
722	0.1719384606
723	0.1718290703
724	0.1717813155
725	0.171733138
726	0.171659122
727	0.1716413666
728	0.1715684897
729	0.1714819142
730	0.1714772932
731	0.1714221872
732	0.1714197543
733	0.1713712629
734	0.1713665332
735	0.1713639246
736	0.1712554209
737	0.1712121506
738	0.1711678707
739	0.1710838755
740	0.1710093317
741	0.1710053643
742	0.1709337163
743	0.170876352
744	0.170825531
745	0.1707045655
746	0.1706637593
747	0.1706124536
748	0.170546624
749	0.1704718147
750	0.170412972
751	0.1703151657
752	0.1702259193
753	0.1701708947
754	0.1701241208
755	0.1700778274
756	0.1700406203
757	0.1700379287
758	0.1700343973
759	0.1699599476
760	0.1698888003
761	0.1698025659
762	0.1697571386
763	0.1697165644
764	0.169674788
765	0.1695493621
766	0.1695240712
767	0.1694374791
768	0.169364544
769	0.1692469896
770	0.1691946733
771	0.1691923215
772	0.1691172222
773	0.169028916
774	0.1689720185
775	0.1688617564
776	0.1688282369
777	0.1687537747
778	0.1686799188
779	0.1686399772
780	0.1685999864
781	0.1685516031
782	0.1684946506
783	0.1683903512
784	0.1682949006
785	0.1682291442
786	0.1681387281
787	0.1680426695
788	0.1679402919
789	0.1678641806
790	0.1678156551
791	0.1677062253
792	0.1676036626
793	0.1675753755
794	0.1675590978
795	0.1674949998
796	0.1674487624
797	0.1672782343
798	0.1672140006
799	0.1671339305
800	0.1670549515
801	0.1670526191
802	0.1669828391
803	0.1669094986
804	0.1668473658
805	0.1668196875
806	0.1667384805
807	0.1666971374
808	0.1666660884
809	0.166663321
810	0.1665486424
811	0.1664632969
812	0.1663878221
813	0.1662946877
814	0.1662554274
815	0.166198964
816	0.1661887047
817	0.1661252752
818	0.1660408419
819	0.1660286535
820	0.1659771037
821	0.1658793227
822	0.1658076509
823	0.1657955694
824	0.1657106862
825	0.1656238042
826	0.1655660896
827	0.1655485174
828	0.1655068574
829	0.1654341115
830	0.1653645097
831	0.1652586962
832	0.1652345809
833	0.1652095554
834	0.1651467287
835	0.165141273
836	0.1650769279
837	0.1649837927
838	0.1649634466
839	0.1649357938
840	0.1648662098
841	0.1648251036
842	0.1647500333
843	0.1646902929
844	0.1646347578
845	0.1645925447
846	0.1645425834
847	0.164512362
848	0.1643768253
849	0.16430099
850	0.1641731612
851	0.1641475571
852	0.1640505396
853	0.1639198601
854	0.1638728242
855	0.1638547251
856	0.1637939214
857	0.1637086781
858	0.163628963
859	0.1635764757
860	0.1635079487
861	0.1634320657
862	0.1633873766
863	0.1633404648
864	0.163279114
865	0.1632251344
866	0.163130579
867	0.1630649755
868	0.1629899106
869	0.1629320786
870	0.162909274
871	0.1628310778
872	0.1627246302
873	0.1626581387
874	0.1626188432
875	0.1625440413
876	0.1625391123
877	0.1624785439
878	0.1624412964
879	0.1623834777
880	0.1623272639
881	0.1622969985
882	0.1622433006
883	0.1621562382
884	0.1621154819
885	0.1620784399
886	0.1620189516
887	0.1619593708
888	0.1618943698
889	0.1618346214
890	0.1617940045
891	0.1617501342
892	0.1617097558
893	0.1616496468
894	0.1616468531
895	0.1615674661
896	0.1614713994
897	0.1613976342
898	0.1613213237
899	0.161301462
900	0.1612526882
901	0.1611917617
902	0.161152918
903	0.161098639
904	0.1609703436
905	0.1609212828
906	0.1608669274
907	0.1608645489
908	0.1608623111
909	0.1608124225
910	0.1607789167
911	0.1607159719
912	0.1606816917
913	0.1606226385
914	0.1605677115
915	0.1605103788
916	0.1604804429
917	0.1603867496
918	0.1602472833
919	0.1601900354
920	0.1601373493
921	0.1601348573
922	0.1600902896
923	0.1600239527
924	0.159976589
925	0.1599152704
926	0.1598337108
927	0.1597991848
928	0.1597130847
929	0.1596465456
930	0.1596031915
931	0.1595498715
932	0.1594838623
933	0.1594275806
934	0.1593831804
935	0.1593172681
936	0.1592645888
937	0.1592018692
938	0.1591512911
939	0.1591494118
940	0.1591058906
941	0.1590692229
942	0.1590329555
943	0.158980838
944	0.1589709181
945	0.15889255
946	0.1587715482
947	0.1587433091
948	0.1587124734
949	0.1586535861
950	0.1586515021
951	0.1585758574
952	0.1585434688
953	0.1584953331
954	0.1583942896
955	0.1583793049
956	0.1583093305
957	0.1582784564
958	0.1582430093
959	0.1582103841
960	0.158134708
961	0.1580887637
962	0.1580357737
963	0.1579476298
964	0.1579224177
965	0.157880074
966	0.1578402598
967	0.1577751747
968	0.1576622309
969	0.1576192427
970	0.157554436
971	0.1574963386
972	0.1574366361
973	0.1574348204
974	0.1573964001
975	0.1573948128
976	0.1573453116
977	0.1572904536
978	0.1572614031
979	0.1572098076
980	0.1570731928
981	0.1570690245
982	0.1570542679
983	0.1570006812
984	0.1569587066
985	0.1569154355
986	0.1568012181
987	0.1567618337
988	0.1567603978
989	0.156685646
990	0.1566682637
991	0.1566413208
992	0.1566303178
993	0.1565738674
994	0.1564987966
995	0.1564503732
996	0.1564485602
997	0.1563810042
998	0.1563236964
999	0.1562623423
